sample_id,episode,variation_id,score,label,completed,collided,progress_ratio,qp_failures,mean_abs_cte,mean_abs_dv,total_abs_dv,min_obstacle_clearance,min_barrier_clearance,class_k_p,class_k_q
0,0,0,91.36636409607979,1,True,False,1.0,0,0.2575650711436738,0.005254636760756674,8.654386744966242,-0.10758538191997592,0.03951308931208196,3.0,1.0
1,0,1,-222.18748814456663,-1,False,False,0.20297951582867785,0,1.116459583202656,0.0014499783673905574,3.9859905319566424,-0.010943714787117989,-0.10705914328878917,4.1909434839153965,2.2533131223269813
2,0,2,-40.983887265626656,-1,False,False,0.1946842728965634,0,0.24305748467617336,0.0007275723818541799,2.0000964777171406,0.1750016010390013,0.9848225190944577,6.994421886982516,0.6404972559774205
3,0,3,-208.04400472748384,-1,False,False,0.20077873709158625,0,1.0716643134523534,0.0009078989539535867,2.49581422441841,0.03460534792355484,-0.05274570695032678,1.3878802758101558,2.1965282689510284
4,0,4,-196.5270564533466,-1,False,False,0.1989165396986626,0,1.0222595292921122,0.0007261980863995425,1.9963185395123424,0.09400042444986788,-0.010174849037471137,0.5090348279761274,2.070948204118639
5,0,5,97.41368501508157,1,True,False,1.0,0,0.18527327547083475,0.007245085912476319,11.468970999450013,-0.106054084900179,0.03816787822270511,7.522084348166571,1.2230438868249298
6,0,6,-31.516349666147832,1,True,False,1.0,0,0.5759357821344974,0.013704401783742416,28.3681116923468,-0.1106733103421036,0.04048242823591268,1.4014759287069274,0.768221469041856
7,0,7,17.715156369262886,1,True,False,1.0,0,0.4623588545928892,0.008760591401955653,19.658767105988485,-0.09147520943915978,0.021433923646431083,1.1897159648511142,1.1681831341183517
8,0,8,56.26082397789874,1,True,False,1.0,0,0.35528397238157344,0.007325835422626981,13.948390644681773,-0.09149915910768049,0.023580497961956923,2.7813072103380625,1.428393644978782
9,0,9,64.66616409385587,1,True,False,1.0,0,0.25843054467536214,0.009886945761974226,17.61853734783807,-0.08900083862287457,0.019291165709947586,14.772181399955059,2.002388606113007
10,0,10,-225.39456689623893,-1,False,False,0.202133062468258,0,1.1272028171947552,0.0015217972592733789,4.183420665742519,0.012394949912414618,-0.12462166075118634,4.149580254112561,2.473504354436524
11,0,11,-227.21790226418452,-1,False,False,0.49585237853394276,0,0.9537088717214756,0.008538308810899507,23.471810921162746,-0.0606232010304132,-0.08777024859125916,1.0399370683578821,0.48450888125882696
12,0,12,-8364.185627209205,-1,False,False,0.03690536651430506,2691,1.4212469027297685,0.0011543133647693264,3.173207439750878,6.480360738225859,0.05788905058522219,4.0157371022433805,0.2054608191073201
13,0,13,-204.71131689414767,-1,False,False,0.20348738784492976,0,1.0480781785902493,0.0009706575867318399,2.6683377059258278,-0.013683996902253207,-0.1155329047269829,0.5645132013109988,1.3357331686512888
14,0,14,-217.81920415630404,-1,False,False,0.202133062468258,0,1.101724719950438,0.0012273355188730543,3.373945341382026,0.017118066369345084,-0.12254544115749035,2.4412532441372834,2.3012026556628453
15,0,15,95.62056073402985,1,True,False,1.0,0,0.2323599286985933,0.005440797789757633,8.950112364151307,-0.1028161676876539,0.03321024502060958,4.25024024123431,1.3338823518388334
16,0,16,99.89956595123618,1,True,False,1.0,0,0.27222802014504993,0.002969203601768614,4.792294613254542,-0.11304628167216348,0.039242945969099094,2.709644503910221,0.6940358128655939
17,0,17,-209.3069880207919,-1,False,False,0.3142034873878449,0,0.8830981346216077,0.006487115991338032,17.83308186018825,-0.1087363615840964,-0.02475931762925522,0.5204646171763012,0.5617651455647455
18,0,18,129.80086931686992,1,True,False,1.0,0,0.1694114575758983,0.0010733699173061102,1.6444027133129608,-0.11762784653352833,0.014264616314602782,5.262418210865714,0.5814561375687884
19,0,19,-8302.810145998103,-1,False,False,0.029964448958862366,2665,1.5031127354797857,0.0011258773286366636,3.095036776422188,6.423685046023296,0.062163207637739956,1.757194936406859,0.10896218092498229
20,0,20,-7444.459011793529,-1,False,False,0.19586930760115118,2480,0.060847381212697074,0.000727584222513579,2.000129027689829,0.18888074591115345,1.0119825412788694,8.414942416803054,0.47070659454745567
21,0,21,-207.28603353552538,-1,False,False,0.2006094464195023,0,1.0678302497257461,0.0009146631280165804,2.5144089389175797,0.04239690966110775,-0.04684207755731924,1.2423576107863996,2.2127971695539888
22,0,22,-218.6770486357116,-1,False,False,0.20297951582867785,0,1.108333721761177,0.0012177232889650305,3.347521321364869,-0.007300233302830708,-0.10845766120422383,2.8313453493591116,2.133160591278086
23,0,23,19.05099442741927,1,True,False,1.0,0,0.5255461971198708,0.006042071825294897,14.809118043797792,-0.05894154922812635,-0.11884494171874556,4.404634018119759,1.8802502736684572
24,0,24,-206.66473288904444,-1,False,False,0.20382596918909768,0,1.065021922147694,0.0007912480201469742,2.175140807384032,-0.018713414120029484,-0.11843748902228603,0.6825274259516074,1.398745171303573
25,0,25,-219.81488629965466,-1,False,False,0.2026409344845099,0,1.1096293152064696,0.0013272490819603692,3.6486077263090553,0.00047261994851753586,-0.10621042761185341,2.8119731344972076,2.1912145040629136
26,0,26,-153.52821230505052,-1,False,False,0.728457761977315,0,0.7613485231398704,0.0059020704617852825,16.224791699447742,-0.05774103678223809,-0.1891077977542242,1.7084443012015194,1.5356417612973114
