sample_id,episode,variation_id,score,label,completed,collided,progress_ratio,qp_failures,mean_abs_cte,mean_abs_dv,total_abs_dv,min_obstacle_clearance,min_barrier_clearance,class_k_p,class_k_q
14,0,14,86.88396898051695,1,True,False,1.0,0,0.24725223535645047,0.006887175166952983,11.191659646298598,-0.030100665988835554,0.11843695582972678,3.816928206055814,1.4171677731928523
15,0,15,111.92969919640665,1,True,False,1.0,0,0.2060405395736944,0.0035081507437693814,5.528845572180545,-0.05250296870776229,0.03337385576018918,4.784779723406106,1.0141176465995139
16,0,16,122.44109580575218,1,True,False,1.0,0,0.2065080730206922,0.0012677131689225135,1.9865065357015785,-0.054568304262147,-0.024336756150715136,3.982700163226552,0.7475149220273308
17,0,17,16.811883486290824,1,True,False,1.0,0,0.4883207521752357,0.01149985560092663,18.468768095088166,-0.021050680157390547,-0.034301864876059754,2.0329687672979464,0.6924021439853106
18,0,18,134.2620501847007,1,True,False,1.0,0,0.12150780341344253,0.002358049114904963,3.5299995250127294,-0.09199948682316607,-0.08780429924644541,5.220052229272641,0.7006067239869952
19,0,19,-3749.1166582352066,-1,False,False,0.8636882439263004,1223,0.5841594579146142,0.0027817150704330463,7.646934728620444,-0.08956224323136087,-0.057498867529756706,3.3382051562366164,0.503734242052076
20,0,20,-17.19728944629839,-1,False,False,0.8361323984999185,0,0.22152190537347252,0.003692212387426071,10.14989185303427,-0.0986154504880128,-0.024995258412352797,6.320748709558732,0.6544610810614399
21,0,21,84.13859537356039,1,True,False,1.0,0,0.2739890720962479,0.006252292964582067,10.322535684524992,-0.030981148076706058,0.1151845270304309,2.8982832748484135,1.3803321539808286
22,0,22,92.4402705512795,1,True,False,1.0,0,0.2344328440458695,0.006340531920994659,10.189234797038417,-0.03247402784246824,0.12218985401966818,4.054661900345038,1.3471502463658693
23,0,23,100.67651029258501,1,True,False,1.0,0,0.21487479768290307,0.00550598028331876,8.737990709626871,-0.03668215396535136,0.09293670719106016,4.854875616787918,1.2417709473618572
24,0,24,78.76234864543395,1,True,False,1.0,0,0.31249469965636484,0.005737041897209346,9.534963633161933,-0.03658148764160564,0.11993522139110695,2.2704703710089293,1.0411438213764888
25,0,25,90.98250843300767,1,True,False,1.0,0,0.23576946391104656,0.006558571200743449,10.585533917999927,-0.03271040060642129,0.12231937563401112,4.043331449902639,1.3713393766928808
26,0,26,102.84230542761506,1,True,False,1.0,0,0.23495401978699496,0.004194984939977324,6.674221039503923,-0.037977295384769585,0.12428454033680923,3.300142034971167,1.098184067207213
27,0,27,76.07373175580891,1,True,False,1.0,0,0.3257602936455739,0.005808335190092546,9.543094717322054,-0.03806906396408695,0.102824275650914,2.171216041171763,0.8876318011107287
28,0,28,108.43187098579546,1,True,False,1.0,0,0.2652325695536707,0.0017112181721409163,2.7122808028433525,-0.06203004876189712,-0.028080938214666076,3.1298048232368876,0.6501997290704519
29,0,29,125.56706868435914,1,True,False,1.0,0,0.1224344335477894,0.004248582831696096,6.398365744534321,-0.08665721969230412,-0.07212238190116783,6.201753599269666,0.8794461715503125
30,0,30,115.6828918062359,1,True,False,1.0,0,0.12485563187223031,0.00629516464789168,9.543469606203788,-0.08459154808293025,-0.05061365155660531,7.767744613240333,1.0899916930106102
31,0,31,106.46408246650348,1,True,False,1.0,0,0.211453022978311,0.004459986095933982,7.03339807328789,-0.03809445077313035,0.0742669926022627,4.627113564074337,1.1379965807883323
32,0,32,-29.233012449228802,-1,False,False,0.8380890265775314,0,0.386411420909845,0.0011711801642075427,3.2195742714065347,-0.09788959666212761,-0.06313893452858028,5.108502656862307,0.6507880191683687
33,0,33,121.7283507512496,1,True,False,1.0,0,0.21106250987848246,0.0012541991920726266,1.9590591380174427,-0.04265792528963154,-0.018560261048745544,3.6823504489543657,0.7395639618295233
34,0,34,114.5049485426,1,True,False,1.0,0,0.24970530114567566,0.001029492692312359,1.6307164246227768,-0.08135366951751578,-0.05904551483614813,3.4942833394935455,0.5967040939317456
35,0,35,-21.453968267975227,-1,False,False,0.2824066525354639,0,0.12667774916104035,0.0018617894332170904,5.118059151913782,-0.0729867561622163,0.7552212849421518,7.651041254401652,0.71500403735588
36,0,36,124.46521185702966,1,True,False,1.0,0,0.16654518392105014,0.0025224104950438897,3.8668552889022827,-0.07906867218143,-0.03909187344389882,5.075430949522546,0.8004200814790703
37,0,37,120.98884025041833,1,True,False,1.0,0,0.12768964727621473,0.0051128907890902395,7.710239309948081,-0.058524555914117884,0.021686945108775266,6.718569320242409,1.1622147383384538
38,0,38,81.30588796542489,1,True,False,1.0,0,0.29474984946493404,0.0058828592668562375,9.883203568318478,-0.03074596504142703,0.11372555769510921,2.400328118016126,1.345074320874553
39,0,39,115.43797136039274,1,True,False,1.0,0,0.13250433258938996,0.006149806177983279,9.292357134932734,-0.04290579412283203,0.061054010344034834,7.412171911071695,1.403916788195927
40,0,40,123.73574912909378,1,True,False,1.0,0,0.20643840048973736,0.0008954978217666538,1.40503608235188,-0.08726182016799257,-0.06687166012299874,4.40590471810416,0.6454599537609269
41,0,41,77.6951653076721,1,True,False,1.0,0,0.2928952359514219,0.006662101147020668,11.212316230435786,-0.02980584015527378,0.11278355845536207,2.6115874069620957,1.4279056847445244
42,0,42,124.07968376009234,1,True,False,1.0,0,0.20552969231971294,0.0008935372509390587,1.399279334970566,-0.07852004655203638,-0.05490057678636319,4.300942892168348,0.6805524984489116
43,0,43,121.26500872500036,1,True,False,1.0,0,0.1269280404434118,0.005087800584266699,7.657139879321383,-0.061478740093884335,0.0011339562678901322,6.812166930740424,1.1415717052224807
44,0,44,117.43386553146684,1,True,False,1.0,0,0.20576464735678981,0.0023526629193897867,3.6913281205225754,-0.05824265066147406,0.003234520109898817,4.405752797048245,0.8762878361299201
45,0,45,119.90887497969055,1,True,False,1.0,0,0.2145265942715672,0.0014894962498180541,2.329572134715437,-0.044394792695732446,-0.011724410306173452,3.535490944976144,0.7394892126818449
46,0,46,72.43265567279781,1,True,False,1.0,0,0.3190311099993268,0.006520559154498489,11.2218823048919,-0.030899095886632436,0.11215796437022023,2.1083502771362257,1.376218808109271
47,0,47,109.51391664984436,1,True,False,1.0,0,0.2179611288451963,0.0035298689472029257,5.57366306763342,-0.04157744318932012,0.07842462898341944,3.82500181831444,1.0476351992137354
48,0,48,93.42611663956102,1,True,False,1.0,0,0.25243031562399615,0.0053483872676297175,8.659038986292513,-0.0332721019417508,0.1205774992175223,3.1260191570266773,1.2513249198549279
49,0,49,70.24734538819423,1,True,False,1.0,0,0.3406789396117525,0.006358735346538809,10.491913321789035,-0.03756683698265707,0.0912290997910357,2.071095015635276,0.872185272565204
50,0,50,-23.294800479783916,1,True,False,1.0,0,0.602651536982693,0.01383032247437179,24.106252072830028,-0.013605824178566275,-0.06676352782434698,2.0859442335054275,0.6228921022050093
51,0,51,116.44944363356976,1,True,False,1.0,0,0.12620583371577537,0.006112319857120347,9.254052263680205,-0.07397518720723563,-0.034666797820347664,7.643834121498783,1.1577607300385144
52,0,52,109.58404788445276,1,True,False,1.0,0,0.22182378308426165,0.003363594725630524,5.294298098142445,-0.04102452976788297,0.08223413376936499,3.6211313094855124,1.0237401079104802
53,0,53,-45.470775506207445,-1,False,False,0.839556497635741,0,0.4138004267459814,0.002497982636971274,6.866954269034032,-0.0937433829350607,-0.07899768413083359,6.706771346232645,0.8442106669960262
54,0,54,103.1333894107363,1,True,False,1.0,0,0.21487786169400822,0.004998986758446379,7.913396038620618,-0.03883943029966032,0.09042087272215203,4.533363872935246,1.1836843733395437
55,0,55,106.94122502511252,1,True,False,1.0,0,0.2312414760754875,0.0035090292154504117,5.547775189627101,-0.04088449472705892,0.10106012367063331,3.273485421869963,1.0190984864959902
56,0,56,103.97899500383502,1,True,False,1.0,0,0.17658322748586838,0.006577350363369922,10.194893063223379,-0.034594842002984474,0.109314529097547,5.777697880997561,1.4091793139905502
57,0,57,76.88125443628732,1,True,False,1.0,0,0.3010994827411101,0.006433596169872438,10.937113488783144,-0.029581843948818035,0.11216313178212726,2.4659175385695935,1.4334193923074285
58,0,58,59.70725641269465,1,True,False,1.0,0,0.34889070888593904,0.007675374241134819,13.470281793191608,-0.032211245015168824,0.11419750549144463,2.0144105327790927,1.252977503597754
59,0,59,-36.50229261844643,-1,False,False,0.28354801891407144,0,0.2382167804419786,0.0009862397713459642,2.711173131430056,-0.0757481656375616,0.7894261926820401,6.151992142435475,0.6367640515425815
60,0,60,92.12158698621772,1,True,False,1.0,0,0.24305704887091945,0.006022251951690434,9.719914650028361,-0.03275046404454608,0.12065595689945845,3.574663156230711,1.3152562779950456
61,0,61,68.16982064225844,1,True,False,1.0,0,0.3361169534738189,0.006729860955380452,11.494602511789811,-0.03506866515970465,0.11669039786303097,2.0399621430310058,1.1284619478662907
62,0,62,126.74984642671154,1,True,False,1.0,0,0.12484477693626435,0.0039641718897858395,5.9383294908991875,-0.06827955135602738,-0.00016699305044355628,6.0045133173792085,1.0130035828222086
63,0,63,-41.233155878768066,-1,False,False,0.83939344529594,0,0.4330944617587484,0.0015186341044165703,4.174725153041152,-0.09206678220784793,-0.07817698305009048,5.4705991228424,0.7264234826971441
64,0,64,92.37046960423447,1,True,False,1.0,0,0.2835518467237863,0.004302781591063047,6.910267235247254,-0.04340038539765691,0.11550334099508063,2.6336110534652546,0.8631269505503516
65,0,65,91.06480102527203,1,True,False,1.0,0,0.2894348188298185,0.004324606872855576,6.953967851551766,-0.04316615040850803,0.1178055957327566,2.5647390663440564,0.8460614391124784
66,0,66,118.2410140857315,1,True,False,1.0,0,0.12441441481859822,0.005761426097891152,8.722799112207204,-0.08412524079770813,-0.04549115867799393,7.4448775635138364,1.073332717611121
67,0,67,109.04896704552114,1,True,False,1.0,0,0.25222849443611545,0.0021487070682786897,3.414295531494838,-0.05122962744069716,0.021190576794068536,3.2045818851868666,0.7715246198087853
68,0,68,112.3109522029629,1,True,False,1.0,0,0.13189078280990793,0.006547804034306615,10.07707040879788,-0.09226256261879175,-0.10390765172314663,7.485397765112605,0.9444782096471133
69,0,69,113.56911298123478,1,True,False,1.0,0,0.1275289782174886,0.006540992259242345,10.014259148900031,-0.09105647116577421,-0.0939315670351248,7.7854989573495885,1.015522669106271
70,0,70,90.91763836871566,1,True,False,1.0,0,0.2374303106552157,0.00650954765334418,10.499900364844162,-0.031080284057371746,0.12043790610603898,4.119108870652548,1.3965405237160007
71,0,71,125.97786859431525,1,True,False,1.0,0,0.1286124262916599,0.004014928982094859,6.018378544160193,-0.049448004496863276,0.031758476511865905,5.6004192670523025,1.0806528638528226
72,0,72,89.18619587800396,1,True,False,1.0,0,0.2480974623954576,0.0063944584985612665,10.365417226167812,-0.031314527683022134,0.11839352116762523,3.6132548329272143,1.3781878594182806
73,0,73,86.43073784793103,1,True,False,1.0,0,0.25517296083487806,0.006626758715152455,10.814870223128805,-0.03000988432282682,0.11686143341640658,3.5388786695502437,1.4227595761684675
74,0,74,78.04108674976163,1,True,False,1.0,0,0.3189042021933696,0.005684587432714688,9.345461739382948,-0.03764141248885623,0.11663793870691945,2.199888958604485,0.929996861901163
75,0,75,86.20211600101601,1,True,False,1.0,0,0.24202870563052284,0.0072493009020085306,11.765615363959846,-0.030870176708254107,0.11928525563859387,4.109690189054439,1.4509381955818497
76,0,76,88.64018117703621,1,True,False,1.0,0,0.26919193635995037,0.005572707403071164,9.139240141036709,-0.03220421212568282,0.11692444790409355,2.832347918480862,1.306039147262109
77,0,77,102.36688739153067,1,True,False,1.0,0,0.21193260884993098,0.005270575946445726,8.364404027009368,-0.03916360012243915,0.07941894432155393,5.1086510683878075,1.2170859042811228
78,0,78,87.43146248421318,1,True,False,1.0,0,0.2304723446497541,0.007498447684590585,12.124989905982975,-0.03147997266311621,0.12300455050319146,4.787406681813135,1.47156070846158
79,0,79,111.57005308854397,1,True,False,1.0,0,0.22738034337870172,0.0026990308639262463,4.2482745798199115,-0.04572247765114258,0.06697628497971035,3.1719343648339686,0.8982755596793706
80,0,80,10.500533842422115,1,True,False,1.0,0,0.6202255375266627,0.006632592076240009,11.640199093801215,-0.03620152108399956,-0.07305897418125397,2.649689858070075,0.5507040552722705
81,0,81,80.45169235802948,1,True,False,1.0,0,0.28871007911717456,0.006308253820779459,10.572633403626373,-0.029730726135848387,0.11328124212039202,2.686664901097501,1.4154643971239083
82,0,82,-50.45404068095429,-1,False,False,0.11723463231697374,0,0.2632468775331606,0.0007276360315057093,2.000271450609195,-0.01013660923718919,1.0868351228497144,6.410058993057878,0.612405741492579
83,0,83,113.65709603000369,1,True,False,1.0,0,0.20675807879839608,0.0031223737110040424,4.90524909998735,-0.052491990851464956,0.027675859817259715,4.618927977744926,0.9791964948896248
84,0,84,105.00875234568662,1,True,False,1.0,0,0.21351572527855664,0.0046752872780247414,7.382278612001067,-0.037585470942755786,0.08371901131666486,4.561061872353165,1.1592750066090631
85,0,85,80.68928169628839,1,True,False,1.0,0,0.27644034166583975,0.006801928461622703,11.311607031678555,-0.029635936885476735,0.11399645061871043,3.059548951298217,1.461350844736457
86,0,86,104.5273179591031,1,True,False,1.0,0,0.22469444877317277,0.004289233367062708,6.79414565342733,-0.0389044118295543,0.10373292130096066,3.8149921014804535,1.1281008548649067
87,0,87,120.24336395025878,1,True,False,1.0,0,0.20635341615692795,0.0016319755895853722,2.573625504776132,-0.08746864032481895,-0.06921488854124293,4.824743908075435,0.6838893965096912
88,0,88,77.01967652033159,1,True,False,1.0,0,0.3210443196683026,0.005797651597528437,9.542934529531808,-0.03776982359139093,0.11154114738205083,2.179097632142659,0.9115168234979749
89,0,89,120.76290635921305,1,True,False,1.0,0,0.1352703571889862,0.004912059194147545,7.38282496880376,-0.01858690307136958,0.08858212670288478,5.767956070534081,1.3152217882917716
90,0,90,-4439.414451502815,-1,False,False,0.8364585031795206,1479,0.24036034655551927,0.0014310136105233678,3.933856415328738,-0.10454224831572347,-0.029401200628769122,5.502085268605961,0.613204952525223
91,0,91,116.6488558842232,1,True,False,1.0,0,0.12959717917978264,0.005992446594128126,9.060579250321727,-0.049997052798650424,0.046682026399955265,7.09454284265591,1.3020365779972838
92,0,92,122.29430812068715,1,True,False,1.0,0,0.1241194306365856,0.004928312543324576,7.4269670027901356,-0.07751804587483636,-0.03544856673505416,6.75231745717298,1.0233041529751774
93,0,93,-12.141718100127854,-1,False,False,0.11527800423936084,0,0.071055124099582,0.0007275559084475216,2.000051192322237,0.07382446676019959,1.1082983029619848,7.117008061889613,0.5466522379538872
94,0,94,-284.85089653548283,-1,False,False,0.8276536768302625,0,0.9253152846659752,0.019024885297209193,52.29940968202807,-0.001552993505377312,-0.09084976248301031,2.0857665138745616,0.5202155733561469
95,0,95,102.41612774260622,1,True,False,1.0,0,0.27403669007340004,0.0026265973766546793,4.173663231504285,-0.05055141424341582,0.04337845276380124,2.8393040617754446,0.7485697732089829
96,0,96,96.54002317592762,1,True,False,1.0,0,0.2608675371847502,0.004384540152583939,7.050340565354973,-0.03680321875290517,0.12157187145454555,2.5936910983491237,1.0670558183853958
97,0,97,71.9356661674659,1,True,False,1.0,0,0.32727567535478325,0.00641064835073859,10.827585064397478,-0.03555890442421285,0.1176963547940768,2.111065997818661,1.0903878678348518
98,0,98,91.16192133382322,1,True,False,1.0,0,0.27289262337172704,0.004925234240879434,8.047832749596996,-0.03406695510907588,0.11865757002196713,2.5175532716232327,1.1778737085673094
99,0,99,63.60307820480408,1,True,False,1.0,0,0.36044123300301273,0.0069345946687015625,11.393539040676668,-0.03578520260713526,0.06201618108251182,2.0592952767021635,0.8105701970531949
100,0,100,117.68056463128897,1,True,False,1.0,0,0.12475771582359459,0.005860292001543663,8.89592325834328,-0.08246953552447546,-0.06313553023194286,7.34459314028603,1.0383963798772446
